VBELN,POSNR,MATNR,KWMENG,VRKME,NETWR,WAERK,WERKS,LGORT,RECORD_SOURCE,LOAD_DATE
10000097,000040,000000000010000075,108.833,EA,12372.09,NGN,1000,0001,SAP,2025-01-01 00:00:00
10000097,000050,000000000010000052,74.362,EA,20289.59,NGN,1000,0001,SAP,2025-01-01 00:00:00
10000097,000060,000000000010000084,36.901,ST,18998.57,NGN,1000,0001,SAP,2025-01-01 00:00:00
10000097,000070,000000000010000040,29.573,EA,6157.32,NGN,1000,0001,SAP,2025-01-01 00:00:00
10000097,000080,000000000010000041,125.985,EA,23667.63,NGN,1000,0001,SAP,2025-01-01 00:00:00
10000098,000010,000000000010000073,46.313,ST,22384.81,USD,1000,0001,SAP,2025-01-01 00:00:00
10000098,000020,000000000010000024,133.379,ST,49504.02,USD,1000,0001,SAP,2025-01-01 00:00:00
10000098,000030,000000000010000084,98.962,ST,55082.45,USD,1000,0001,SAP,2025-01-01 00:00:00
10000098,000040,000000000010000081,90.979,EA,18595.75,USD,1000,0001,SAP,2025-01-01 00:00:00
10000098,000050,000000000010000061,28.439,EA,6485.86,USD,1000,0001,SAP,2025-01-01 00:00:00
10000099,000010,000000000010000050,147.063,EA,22450.56,BRL,1000,0001,SAP,2025-01-01 00:00:00
10000099,000020,000000000010000092,38.935,EA,7043.41,BRL,1000,0001,SAP,2025-01-01 00:00:00
10000099,000030,000000000010000065,83.590,EA,8677.81,BRL,1000,0001,SAP,2025-01-01 00:00:00
10000099,000040,000000000010000066,139.343,KG,9517.26,BRL,1000,0001,SAP,2025-01-01 00:00:00
10000099,000050,000000000010000080,69.830,EA,10523.88,BRL,1000,0001,SAP,2025-01-01 00:00:00
10000099,000060,000000000010000058,91.511,EA,16525.02,BRL,1000,0001,SAP,2025-01-01 00:00:00
10000099,000070,000000000010000053,125.136,ST,43203.24,BRL,1000,0001,SAP,2025-01-01 00:00:00
10000099,000080,000000000010000044,114.686,ST,54266.05,BRL,1000,0001,SAP,2025-01-01 00:00:00
10000099,000090,000000000010000054,66.542,ST,32749.78,BRL,1000,0001,SAP,2025-01-01 00:00:00
10000099,000100,000000000010000098,42.395,EA,10835.91,BRL,1000,0001,SAP,2025-01-01 00:00:00
10000100,000010,000000000010000024,50.508,ST,20632.67,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000100,000020,000000000010000045,104.549,EA,14649.02,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000100,000030,000000000010000072,147.322,EA,40922.77,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000100,000040,000000000010000042,16.719,EA,2715.44,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000100,000050,000000000010000059,101.095,ST,38337.66,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000100,000060,000000000010000050,91.319,EA,12595.68,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000100,000070,000000000010000075,124.435,EA,16756.28,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000100,000080,000000000010000015,13.281,EA,1586.58,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000100,000090,000000000010000055,27.976,EA,7017.28,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000100,000100,000000000010000043,61.110,ST,29342.63,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000101,000010,000000000010000029,116.170,ST,43968.27,VES,1000,0001,SAP,2025-01-01 00:00:00
10000101,000020,000000000010000046,153.384,KG,11274.86,VES,1000,0001,SAP,2025-01-01 00:00:00
10000101,000030,000000000010000003,60.397,ST,28483.23,VES,1000,0001,SAP,2025-01-01 00:00:00
10000101,000040,000000000010000050,85.365,EA,12070.44,VES,1000,0001,SAP,2025-01-01 00:00:00
10000101,000050,000000000010000007,21.235,PAL,81050.72,VES,1000,0001,SAP,2025-01-01 00:00:00
10000101,000060,000000000010000083,85.275,ST,33090.31,VES,1000,0001,SAP,2025-01-01 00:00:00
10000101,000070,000000000010000059,65.093,ST,28246.72,VES,1000,0001,SAP,2025-01-01 00:00:00
10000101,000080,000000000010000054,115.509,ST,64308.33,VES,1000,0001,SAP,2025-01-01 00:00:00
10000101,000090,000000000010000009,78.273,ST,33485.87,VES,1000,0001,SAP,2025-01-01 00:00:00
10000101,000100,000000000010000037,15.012,PAL,48922.81,VES,1000,0001,SAP,2025-01-01 00:00:00
10000102,000010,000000000010000010,54.072,EA,7580.21,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000102,000020,000000000010000019,79.466,ST,43960.01,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000102,000030,000000000010000056,94.406,KG,6617.64,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000102,000040,000000000010000088,16.990,EA,4817.86,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000102,000050,000000000010000048,140.695,EA,25953.78,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000102,000060,000000000010000049,33.632,ST,12491.63,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000102,000070,000000000010000044,77.079,ST,41190.10,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000102,000080,000000000010000015,124.774,EA,16994.19,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000102,000090,000000000010000052,148.905,EA,41598.60,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000103,000010,000000000010000081,42.465,EA,9129.67,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000103,000020,000000000010000024,124.997,ST,55758.19,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000103,000030,000000000010000033,63.658,ST,36973.00,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000103,000040,000000000010000021,147.856,EA,30901.54,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000103,000050,000000000010000015,81.686,EA,9940.74,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000103,000060,000000000010000062,146.963,EA,47161.79,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000103,000070,000000000010000061,79.029,EA,19410.40,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000104,000010,000000000010000070,148.323,EA,29349.70,VES,1000,0001,SAP,2025-01-01 00:00:00
10000104,000020,000000000010000082,14.504,EA,4119.70,VES,1000,0001,SAP,2025-01-01 00:00:00
10000104,000030,000000000010000017,89.503,PAL,315205.03,VES,1000,0001,SAP,2025-01-01 00:00:00
10000104,000040,000000000010000078,34.402,EA,8663.59,VES,1000,0001,SAP,2025-01-01 00:00:00
10000104,000050,000000000010000069,19.298,ST,10435.38,VES,1000,0001,SAP,2025-01-01 00:00:00
10000104,000060,000000000010000036,66.462,KG,7146.90,VES,1000,0001,SAP,2025-01-01 00:00:00
10000104,000070,000000000010000047,7.255,PAL,29126.39,VES,1000,0001,SAP,2025-01-01 00:00:00
10000104,000080,000000000010000097,35.583,PAL,158399.25,VES,1000,0001,SAP,2025-01-01 00:00:00
10000105,000010,000000000010000085,83.988,EA,8626.99,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000105,000020,000000000010000095,120.172,EA,10921.90,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000105,000030,000000000010000069,20.948,ST,11908.06,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000105,000040,000000000010000034,116.837,ST,53327.16,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000105,000050,000000000010000038,61.324,EA,14462.12,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000105,000060,000000000010000013,140.773,ST,77800.15,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000105,000070,000000000010000096,273.245,KG,23119.95,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000105,000080,000000000010000021,149.496,EA,31353.88,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000105,000090,000000000010000073,89.338,ST,39669.90,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000106,000010,000000000010000032,29.414,EA,5188.75,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000106,000020,000000000010000011,82.043,EA,15525.05,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000106,000030,000000000010000089,54.644,ST,25327.04,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000106,000040,000000000010000090,117.651,EA,26624.81,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000106,000050,000000000010000094,91.305,ST,53861.70,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000107,000010,000000000010000002,34.897,EA,9823.51,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000107,000020,000000000010000075,46.929,EA,5551.33,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000107,000030,000000000010000018,66.436,EA,15885.29,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000107,000040,000000000010000010,8.629,EA,1093.31,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000107,000050,000000000010000099,147.481,ST,60927.25,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000107,000060,000000000010000065,37.366,EA,3802.81,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000107,000070,000000000010000090,108.244,EA,24072.84,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000108,000010,000000000010000041,134.346,EA,25666.75,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000108,000020,000000000010000020,112.327,EA,15249.47,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000108,000030,000000000010000082,34.926,EA,9711.82,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000108,000040,000000000010000076,41.123,KG,3222.21,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000108,000050,000000000010000004,14.118,ST,6633.05,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000108,000060,000000000010000010,10.661,EA,1438.41,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000108,000070,000000000010000097,31.179,PAL,119665.12,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000108,000080,000000000010000023,20.412,ST,9115.27,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000109,000010,000000000010000088,68.072,EA,19423.52,CHF,1000,0001,SAP,2025-01-01 00:00:00
10000109,000020,000000000010000025,137.662,EA,18274.24,CHF,1000,0001,SAP,2025-01-01 00:00:00
10000109,000030,000000000010000054,49.023,ST,27105.08,CHF,1000,0001,SAP,2025-01-01 00:00:00
10000109,000040,000000000010000044,78.731,ST,38274.44,CHF,1000,0001,SAP,2025-01-01 00:00:00
10000109,000050,000000000010000056,145.266,KG,9889.75,CHF,1000,0001,SAP,2025-01-01 00:00:00
10000109,000060,000000000010000014,5.862,ST,2259.64,CHF,1000,0001,SAP,2025-01-01 00:00:00
10000109,000070,000000000010000099,13.934,ST,6095.03,CHF,1000,0001,SAP,2025-01-01 00:00:00
10000110,000010,000000000010000083,83.796,ST,35352.29,USD,1000,0001,SAP,2025-01-01 00:00:00
10000110,000020,000000000010000088,55.867,EA,13810.47,USD,1000,0001,SAP,2025-01-01 00:00:00
10000110,000030,000000000010000051,84.640,EA,23663.81,USD,1000,0001,SAP,2025-01-01 00:00:00
10000110,000040,000000000010000092,52.660,EA,8482.84,USD,1000,0001,SAP,2025-01-01 00:00:00
10000110,000050,000000000010000003,57.996,ST,28281.71,USD,1000,0001,SAP,2025-01-01 00:00:00
10000110,000060,000000000010000099,13.614,ST,5487.58,USD,1000,0001,SAP,2025-01-01 00:00:00
10000110,000070,000000000010000042,17.042,EA,2731.66,USD,1000,0001,SAP,2025-01-01 00:00:00
10000110,000080,000000000010000076,188.417,KG,14791.53,USD,1000,0001,SAP,2025-01-01 00:00:00
10000111,000010,000000000010000028,11.542,EA,2984.02,HKD,1000,0001,SAP,2025-01-01 00:00:00
10000111,000020,000000000010000034,89.216,ST,43813.24,HKD,1000,0001,SAP,2025-01-01 00:00:00
10000111,000030,000000000010000069,127.605,ST,66272.26,HKD,1000,0001,SAP,2025-01-01 00:00:00
10000111,000040,000000000010000029,127.279,ST,50883.02,HKD,1000,0001,SAP,2025-01-01 00:00:00
10000111,000050,000000000010000010,102.146,EA,14547.19,HKD,1000,0001,SAP,2025-01-01 00:00:00
10000111,000060,000000000010000095,37.669,EA,3487.64,HKD,1000,0001,SAP,2025-01-01 00:00:00
10000111,000070,000000000010000085,34.642,EA,3722.86,HKD,1000,0001,SAP,2025-01-01 00:00:00
10000111,000080,000000000010000062,58.867,EA,15743.24,HKD,1000,0001,SAP,2025-01-01 00:00:00
10000111,000090,000000000010000033,104.020,ST,61669.38,HKD,1000,0001,SAP,2025-01-01 00:00:00
10000112,000010,000000000010000062,144.085,EA,39296.02,MYR,1000,0001,SAP,2025-01-01 00:00:00
10000112,000020,000000000010000019,100.963,ST,52679.57,MYR,1000,0001,SAP,2025-01-01 00:00:00
10000112,000030,000000000010000048,53.095,EA,8376.34,MYR,1000,0001,SAP,2025-01-01 00:00:00
10000112,000040,000000000010000041,139.081,EA,27028.47,MYR,1000,0001,SAP,2025-01-01 00:00:00
10000112,000050,000000000010000034,127.902,ST,63198.29,MYR,1000,0001,SAP,2025-01-01 00:00:00
10000112,000060,000000000010000068,53.867,EA,11813.57,MYR,1000,0001,SAP,2025-01-01 00:00:00
10000112,000070,000000000010000064,72.182,ST,32268.61,MYR,1000,0001,SAP,2025-01-01 00:00:00
10000112,000080,000000000010000090,114.704,EA,26278.28,MYR,1000,0001,SAP,2025-01-01 00:00:00
10000113,000010,000000000010000043,79.144,ST,36295.52,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000113,000020,000000000010000030,42.911,EA,9994.34,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000113,000030,000000000010000040,142.341,EA,31626.99,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000113,000040,000000000010000024,121.062,ST,45687.46,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000113,000050,000000000010000009,5.987,ST,2884.88,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000113,000060,000000000010000099,62.255,ST,23363.91,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000114,000010,000000000010000033,71.341,ST,36558.82,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000114,000020,000000000010000031,124.070,EA,32278.34,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000114,000030,000000000010000091,48.060,EA,13087.90,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000114,000040,000000000010000035,91.021,EA,13421.51,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000114,000050,000000000010000094,4.006,ST,2319.29,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000114,000060,000000000010000001,97.605,EA,26625.08,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000114,000070,000000000010000096,230.919,KG,19933.90,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000114,000080,000000000010000062,137.922,EA,41197.80,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000114,000090,000000000010000056,187.104,KG,13628.02,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000114,000100,000000000010000054,56.805,ST,29977.69,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000115,000010,000000000010000003,24.221,ST,13635.05,SAR,1000,0001,SAP,2025-01-01 00:00:00
10000115,000020,000000000010000067,74.945,PAL,274061.46,SAR,1000,0001,SAP,2025-01-01 00:00:00
10000115,000030,000000000010000089,79.909,ST,36276.44,SAR,1000,0001,SAP,2025-01-01 00:00:00
10000115,000040,000000000010000086,146.697,KG,10196.38,SAR,1000,0001,SAP,2025-01-01 00:00:00
10000115,000050,000000000010000034,126.834,ST,60710.88,SAR,1000,0001,SAP,2025-01-01 00:00:00
10000115,000060,000000000010000036,167.955,KG,17511.39,SAR,1000,0001,SAP,2025-01-01 00:00:00
10000115,000070,000000000010000063,59.000,ST,31487.66,SAR,1000,0001,SAP,2025-01-01 00:00:00
10000115,000080,000000000010000035,128.774,EA,18674.20,SAR,1000,0001,SAP,2025-01-01 00:00:00
10000115,000090,000000000010000011,99.127,EA,18359.86,SAR,1000,0001,SAP,2025-01-01 00:00:00
10000115,000100,000000000010000048,51.857,EA,9381.11,SAR,1000,0001,SAP,2025-01-01 00:00:00
10000116,000010,000000000010000078,7.836,EA,1860.58,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000116,000020,000000000010000071,104.484,EA,29586.94,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000116,000030,000000000010000049,35.794,ST,11528.94,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000116,000040,000000000010000005,49.617,EA,10773.17,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000116,000050,000000000010000058,90.877,EA,18158.93,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000116,000060,000000000010000003,143.584,ST,70453.06,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000116,000070,000000000010000072,98.739,EA,27596.64,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000116,000080,000000000010000085,139.593,EA,15702.43,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000117,000010,000000000010000062,102.768,EA,28453.59,USD,1000,0001,SAP,2025-01-01 00:00:00
10000117,000020,000000000010000088,116.396,EA,27905.04,USD,1000,0001,SAP,2025-01-01 00:00:00
10000117,000030,000000000010000016,121.814,KG,10249.50,USD,1000,0001,SAP,2025-01-01 00:00:00
10000117,000040,000000000010000085,30.240,EA,3599.13,USD,1000,0001,SAP,2025-01-01 00:00:00
10000117,000050,000000000010000044,39.903,ST,22038.32,USD,1000,0001,SAP,2025-01-01 00:00:00
10000117,000060,000000000010000037,96.954,PAL,289561.56,USD,1000,0001,SAP,2025-01-01 00:00:00
10000117,000070,000000000010000064,98.233,ST,40709.56,USD,1000,0001,SAP,2025-01-01 00:00:00
10000117,000080,000000000010000096,82.473,KG,6493.94,USD,1000,0001,SAP,2025-01-01 00:00:00
10000117,000090,000000000010000043,85.480,ST,39717.22,USD,1000,0001,SAP,2025-01-01 00:00:00
10000117,000100,000000000010000022,119.391,EA,27265.46,USD,1000,0001,SAP,2025-01-01 00:00:00
10000118,000010,000000000010000057,34.428,PAL,142302.84,TWD,1000,0001,SAP,2025-01-01 00:00:00
10000118,000020,000000000010000080,78.329,EA,12496.94,TWD,1000,0001,SAP,2025-01-01 00:00:00
10000118,000030,000000000010000030,13.663,EA,2647.56,TWD,1000,0001,SAP,2025-01-01 00:00:00
10000118,000040,000000000010000094,50.105,ST,26373.88,TWD,1000,0001,SAP,2025-01-01 00:00:00
10000118,000050,000000000010000007,15.722,PAL,59099.18,TWD,1000,0001,SAP,2025-01-01 00:00:00
10000118,000060,000000000010000077,35.748,PAL,144577.28,TWD,1000,0001,SAP,2025-01-01 00:00:00
10000118,000070,000000000010000010,64.901,EA,8371.79,TWD,1000,0001,SAP,2025-01-01 00:00:00
10000119,000010,000000000010000019,102.593,ST,54336.88,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000119,000020,000000000010000062,48.820,EA,15601.12,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000119,000030,000000000010000077,90.966,PAL,393886.56,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000119,000040,000000000010000079,23.744,ST,10536.30,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000119,000050,000000000010000094,53.063,ST,29855.71,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000119,000060,000000000010000048,121.958,EA,20255.23,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000119,000070,000000000010000093,112.297,ST,35973.51,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000120,000010,000000000010000068,17.302,EA,3778.78,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000120,000020,000000000010000090,145.635,EA,30113.53,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000120,000030,000000000010000065,7.670,EA,816.98,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000120,000040,000000000010000060,49.742,EA,5427.08,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000120,000050,000000000010000034,11.206,ST,5805.58,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000120,000060,000000000010000055,12.394,EA,3163.10,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000121,000010,000000000010000046,84.266,KG,5927.56,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000121,000020,000000000010000059,13.071,ST,5619.75,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000121,000030,000000000010000082,95.602,EA,26838.25,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000121,000040,000000000010000031,12.021,EA,3208.24,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000121,000050,000000000010000015,82.432,EA,10693.34,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000121,000060,000000000010000067,40.841,PAL,157317.22,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000121,000070,000000000010000044,71.713,ST,39027.50,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000121,000080,000000000010000029,42.917,ST,14552.96,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000121,000090,000000000010000064,8.244,ST,3409.54,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000122,000010,000000000010000051,130.819,EA,31945.28,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000122,000020,000000000010000058,140.096,EA,27982.37,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000122,000030,000000000010000085,9.370,EA,1092.84,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000122,000040,000000000010000026,92.473,KG,6202.96,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000122,000050,000000000010000073,20.354,ST,10067.64,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000123,000010,000000000010000001,125.903,EA,38877.45,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000123,000020,000000000010000016,262.232,KG,21740.50,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000123,000030,000000000010000010,12.229,EA,1668.39,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000123,000040,000000000010000030,137.618,EA,30114.81,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000123,000050,000000000010000061,58.359,EA,13517.08,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000123,000060,000000000010000007,24.730,PAL,100008.97,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000123,000070,000000000010000026,221.893,KG,13866.37,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000123,000080,000000000010000062,7.525,EA,2309.18,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000124,000010,000000000010000088,78.855,EA,21422.36,JPY,1000,0001,SAP,2025-01-01 00:00:00
10000124,000020,000000000010000085,116.012,EA,12447.67,JPY,1000,0001,SAP,2025-01-01 00:00:00
10000124,000030,000000000010000095,127.001,EA,12431.56,JPY,1000,0001,SAP,2025-01-01 00:00:00
10000124,000040,000000000010000068,68.622,EA,14046.53,JPY,1000,0001,SAP,2025-01-01 00:00:00
10000124,000050,000000000010000089,74.609,ST,39232.99,JPY,1000,0001,SAP,2025-01-01 00:00:00
10000125,000010,000000000010000027,50.532,PAL,231765.90,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000125,000020,000000000010000048,141.429,EA,23962.21,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000125,000030,000000000010000012,96.528,EA,17237.99,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000125,000040,000000000010000070,146.519,EA,33720.94,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000125,000050,000000000010000083,5.120,ST,2041.32,MXN,1000,0001,SAP,2025-01-01 00:00:00
10000126,000010,000000000010000099,133.600,ST,54854.50,TWD,1000,0001,SAP,2025-01-01 00:00:00
10000126,000020,000000000010000054,144.966,ST,74605.29,TWD,1000,0001,SAP,2025-01-01 00:00:00
10000126,000030,000000000010000028,113.676,EA,28505.16,TWD,1000,0001,SAP,2025-01-01 00:00:00
10000126,000040,000000000010000050,96.161,EA,15738.96,TWD,1000,0001,SAP,2025-01-01 00:00:00
10000126,000050,000000000010000082,135.055,EA,41806.41,TWD,1000,0001,SAP,2025-01-01 00:00:00
10000126,000060,000000000010000067,22.014,PAL,78416.66,TWD,1000,0001,SAP,2025-01-01 00:00:00
10000126,000070,000000000010000011,62.764,EA,13849.65,TWD,1000,0001,SAP,2025-01-01 00:00:00
10000127,000010,000000000010000070,17.760,EA,3441.86,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000127,000020,000000000010000002,111.576,EA,29670.78,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000127,000030,000000000010000016,93.011,KG,7610.43,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000127,000040,000000000010000006,182.897,KG,13111.55,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000127,000050,000000000010000063,36.561,ST,21263.53,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000127,000060,000000000010000015,113.487,EA,14000.49,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000127,000070,000000000010000032,21.041,EA,3826.06,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000127,000080,000000000010000007,12.074,PAL,41778.15,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000128,000010,000000000010000084,22.316,ST,12573.64,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000128,000020,000000000010000052,117.085,EA,28906.58,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000128,000030,000000000010000034,39.063,ST,17419.82,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000128,000040,000000000010000095,107.959,EA,11768.80,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000128,000050,000000000010000059,107.860,ST,47025.63,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000128,000060,000000000010000006,203.556,KG,12137.38,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000129,000010,000000000010000080,55.749,EA,8840.86,USD,1000,0001,SAP,2025-01-01 00:00:00
10000129,000020,000000000010000033,147.921,ST,75950.97,USD,1000,0001,SAP,2025-01-01 00:00:00
10000129,000030,000000000010000013,119.608,ST,60407.84,USD,1000,0001,SAP,2025-01-01 00:00:00
10000129,000040,000000000010000031,65.629,EA,19471.37,USD,1000,0001,SAP,2025-01-01 00:00:00
10000129,000050,000000000010000003,146.307,ST,72905.82,USD,1000,0001,SAP,2025-01-01 00:00:00
10000129,000060,000000000010000090,33.759,EA,7491.45,USD,1000,0001,SAP,2025-01-01 00:00:00
10000129,000070,000000000010000019,23.257,ST,13007.27,USD,1000,0001,SAP,2025-01-01 00:00:00
10000129,000080,000000000010000055,113.048,EA,24897.58,USD,1000,0001,SAP,2025-01-01 00:00:00
10000129,000090,000000000010000008,64.711,EA,15358.59,USD,1000,0001,SAP,2025-01-01 00:00:00
10000130,000010,000000000010000058,123.941,EA,24475.84,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000130,000020,000000000010000041,82.532,EA,17017.84,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000130,000030,000000000010000033,97.037,ST,51299.44,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000130,000040,000000000010000095,58.797,EA,6122.57,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000130,000050,000000000010000020,48.430,EA,6455.77,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000130,000060,000000000010000072,102.146,EA,28073.44,NZD,1000,0001,SAP,2025-01-01 00:00:00
10000131,000010,000000000010000052,130.027,EA,36385.77,NGN,1000,0001,SAP,2025-01-01 00:00:00
10000131,000020,000000000010000020,119.178,EA,15592.20,NGN,1000,0001,SAP,2025-01-01 00:00:00
10000131,000030,000000000010000018,65.702,EA,16261.07,NGN,1000,0001,SAP,2025-01-01 00:00:00
10000131,000040,000000000010000074,108.552,ST,68009.37,NGN,1000,0001,SAP,2025-01-01 00:00:00
10000131,000050,000000000010000081,128.147,EA,27396.30,NGN,1000,0001,SAP,2025-01-01 00:00:00
10000131,000060,000000000010000008,76.685,EA,15677.01,NGN,1000,0001,SAP,2025-01-01 00:00:00
